Time [s], Analyzer Name, Decoded Protocol Result
0.090696750000000,I2S / PCM,Ch 2: 0x000118
0.090707187500000,I2S / PCM,Ch 1: 0xFFFC11
0.090717593750000,I2S / PCM,Ch 2: 0xFFFC99
0.090728031250000,I2S / PCM,Ch 1: 0x00016C
0.090738437500000,I2S / PCM,Ch 2: 0x0000C3
0.090748875000000,I2S / PCM,Ch 1: 0xFFFB9D
0.090759281250000,I2S / PCM,Ch 2: 0xFFFCF6
0.090769718750000,I2S / PCM,Ch 1: 0x0002FA
0.090780125000000,I2S / PCM,Ch 2: 0xFFFF8F
0.090790562500000,I2S / PCM,Ch 1: 0x00024A
0.090801000000000,I2S / PCM,Ch 2: 0x0000C2
0.090811406250000,I2S / PCM,Ch 1: 0xFFFAD9
0.090821843750000,I2S / PCM,Ch 2: 0xFFFBE7
0.090832250000000,I2S / PCM,Ch 1: 0x0005A7
0.090842687500000,I2S / PCM,Ch 2: 0x0007B9
0.090853093750000,I2S / PCM,Ch 1: 0x000184
0.090863531250000,I2S / PCM,Ch 2: 0xFFFD17
0.090873937500000,I2S / PCM,Ch 1: 0x000353
0.090884375000000,I2S / PCM,Ch 2: 0x000494
0.090894781250000,I2S / PCM,Ch 1: 0xFFFDC2
0.090905218750000,I2S / PCM,Ch 2: 0xFFFC09
0.090915625000000,I2S / PCM,Ch 1: 0xFFFB92
0.090926062500000,I2S / PCM,Ch 2: 0xFFFD1E
0.090936468750000,I2S / PCM,Ch 1: 0x000038
0.090946906250000,I2S / PCM,Ch 2: 0xFFFF8F
0.090957343750000,I2S / PCM,Ch 1: 0x00024A
0.090967750000000,I2S / PCM,Ch 2: 0x0000C2
0.090978187500000,I2S / PCM,Ch 1: 0xFFFAD9
0.090988593750000,I2S / PCM,Ch 2: 0xFFFBE7
0.090999031250000,I2S / PCM,Ch 1: 0xFFFFE8
0.091009437500000,I2S / PCM,Ch 2: 0x0000C3
0.091019875000000,I2S / PCM,Ch 1: 0xFFFD2F
0.091030281250000,I2S / PCM,Ch 2: 0xFFFDF5
0.091040718750000,I2S / PCM,Ch 1: 0x000302
0.091051125000000,I2S / PCM,Ch 2: 0x0003C4
0.091061562500000,I2S / PCM,Ch 1: 0xFFFA61
0.091071968750000,I2S / PCM,Ch 2: 0xFFFA94
0.091082406250000,I2S / PCM,Ch 1: 0xFFFD18
0.091092812500000,I2S / PCM,Ch 2: 0xFFFD9B
0.091103250000000,I2S / PCM,Ch 1: 0xFFFED1
0.091113687500000,I2S / PCM,Ch 2: 0xFFFF47
0.091124093750000,I2S / PCM,Ch 1: 0xFFF69D
0.091134531250000,I2S / PCM,Ch 2: 0xFFF2CC
0.091144937500000,I2S / PCM,Ch 1: 0x00018A
0.091155375000000,I2S / PCM,Ch 2: 0x000447
0.091165781250000,I2S / PCM,Ch 1: 0xFFFFE8
0.091176218750000,I2S / PCM,Ch 2: 0x0000C3
0.091186625000000,I2S / PCM,Ch 1: 0xFFFD2F
0.091197062500000,I2S / PCM,Ch 2: 0x0000BF
0.091207468750000,I2S / PCM,Ch 1: 0xFFFD6B
0.091217906250000,I2S / PCM,Ch 2: 0xFFFC0F
0.091228312500000,I2S / PCM,Ch 1: 0xFFFE74
0.091238750000000,I2S / PCM,Ch 2: 0xFFFEA3
0.091249156250000,I2S / PCM,Ch 1: 0xFFFBFA
0.091259593750000,I2S / PCM,Ch 2: 0xFFFC6E
0.091270031250000,I2S / PCM,Ch 1: 0xFFFE7A
0.091280437500000,I2S / PCM,Ch 2: 0xFFFF47
0.091290875000000,I2S / PCM,Ch 1: 0xFFF69D
0.091301281250000,I2S / PCM,Ch 2: 0xFFF2CC
0.091311718750000,I2S / PCM,Ch 1: 0x00018A
0.091322125000000,I2S / PCM,Ch 2: 0x000447
0.091332562500000,I2S / PCM,Ch 1: 0xFFFDC4
0.091342968750000,I2S / PCM,Ch 2: 0xFFFC4D
0.091353406250000,I2S / PCM,Ch 1: 0xFFFDD3
0.091363812500000,I2S / PCM,Ch 2: 0xFFFFA6
0.091374250000000,I2S / PCM,Ch 1: 0x0001E0
0.091384656250000,I2S / PCM,Ch 2: 0x000195
0.091395093750000,I2S / PCM,Ch 1: 0xFFFD98
0.091405500000000,I2S / PCM,Ch 2: 0xFFFBEE
0.091415937500000,I2S / PCM,Ch 1: 0x000158
0.091426375000000,I2S / PCM,Ch 2: 0x0000DE
0.091436781250000,I2S / PCM,Ch 1: 0x0002A9
0.091447218750000,I2S / PCM,Ch 2: 0xFFFDC9
0.091457625000000,I2S / PCM,Ch 1: 0xFFFFB1
0.091468062500000,I2S / PCM,Ch 2: 0xFFFECA
0.091478468750000,I2S / PCM,Ch 1: 0x0002CA
0.091488906250000,I2S / PCM,Ch 2: 0x0001EF
0.091499312500000,I2S / PCM,Ch 1: 0xFFFDC4
0.091509750000000,I2S / PCM,Ch 2: 0xFFFC4D
0.091520156250000,I2S / PCM,Ch 1: 0xFFFDD3
0.091530593750000,I2S / PCM,Ch 2: 0x0000D1
0.091541000000000,I2S / PCM,Ch 1: 0x00003F
0.091551437500000,I2S / PCM,Ch 2: 0x0000BB
0.091561843750000,I2S / PCM,Ch 1: 0x000717
0.091572281250000,I2S / PCM,Ch 2: 0x000715
0.091582718750000,I2S / PCM,Ch 1: 0x000216
0.091593125000000,I2S / PCM,Ch 2: 0x000097
0.091603562500000,I2S / PCM,Ch 1: 0xFFFD82
0.091613968750000,I2S / PCM,Ch 2: 0xFFFDC9
0.091624406250000,I2S / PCM,Ch 1: 0xFFFFB1
0.091634812500000,I2S / PCM,Ch 2: 0xFFFECA
0.091645250000000,I2S / PCM,Ch 1: 0x0002CA
0.091655656250000,I2S / PCM,Ch 2: 0x0001EF
0.091666093750000,I2S / PCM,Ch 1: 0x000119
0.091676500000000,I2S / PCM,Ch 2: 0x00005D
0.091686937500000,I2S / PCM,Ch 1: 0x000696
0.091697343750000,I2S / PCM,Ch 2: 0x00051E
0.091707781250000,I2S / PCM,Ch 1: 0x0000EB
0.091718218750000,I2S / PCM,Ch 2: 0xFFFEFF
0.091728625000000,I2S / PCM,Ch 1: 0x000848
0.091739062500000,I2S / PCM,Ch 2: 0x0007F5
0.091749468750000,I2S / PCM,Ch 1: 0x000572
0.091759906250000,I2S / PCM,Ch 2: 0x00064B
0.091770312500000,I2S / PCM,Ch 1: 0xFFFEA2
0.091780750000000,I2S / PCM,Ch 2: 0x000284
0.091791156250000,I2S / PCM,Ch 1: 0x0002A8
0.091801593750000,I2S / PCM,Ch 2: 0x0001FE
0.091812000000000,I2S / PCM,Ch 1: 0xFFFA5A
0.091822437500000,I2S / PCM,Ch 2: 0xFFFAD9
0.091832843750000,I2S / PCM,Ch 1: 0x000119
0.091843281250000,I2S / PCM,Ch 2: 0x00005D
0.091853687500000,I2S / PCM,Ch 1: 0x000696
0.091864125000000,I2S / PCM,Ch 2: 0x00028C
0.091874562500000,I2S / PCM,Ch 1: 0x00044C
0.091884968750000,I2S / PCM,Ch 2: 0x0003F3
0.091895406250000,I2S / PCM,Ch 1: 0x000113
0.091905812500000,I2S / PCM,Ch 2: 0x0000FF
0.091916250000000,I2S / PCM,Ch 1: 0x0001A2
0.091926656250000,I2S / PCM,Ch 2: 0x000230
0.091937093750000,I2S / PCM,Ch 1: 0x000308
0.091947500000000,I2S / PCM,Ch 2: 0x000284
0.091957937500000,I2S / PCM,Ch 1: 0x0002A8
0.091968343750000,I2S / PCM,Ch 2: 0x0001FE
0.091978781250000,I2S / PCM,Ch 1: 0xFFFA5A
0.091989187500000,I2S / PCM,Ch 2: 0xFFFAD9
0.091999625000000,I2S / PCM,Ch 1: 0x00021D
0.092010031250000,I2S / PCM,Ch 2: 0x00042C
0.092020468750000,I2S / PCM,Ch 1: 0xFFFBDA
0.092030906250000,I2S / PCM,Ch 2: 0xFFFDFA
0.092041312500000,I2S / PCM,Ch 1: 0xFFFEED
0.092051750000000,I2S / PCM,Ch 2: 0xFFFF9E
0.092062156250000,I2S / PCM,Ch 1: 0x000239
0.092072593750000,I2S / PCM,Ch 2: 0x0001AE
0.092083000000000,I2S / PCM,Ch 1: 0xFFFF1F
0.092093437500000,I2S / PCM,Ch 2: 0xFFFDFE
0.092103843750000,I2S / PCM,Ch 1: 0x000473
0.092114281250000,I2S / PCM,Ch 2: 0x000395
0.092124687500000,I2S / PCM,Ch 1: 0xFFFF04
0.092135125000000,I2S / PCM,Ch 2: 0xFFFCFC
0.092145531250000,I2S / PCM,Ch 1: 0x000168
0.092155968750000,I2S / PCM,Ch 2: 0x000199
0.092166406250000,I2S / PCM,Ch 1: 0x00021D
0.092176812500000,I2S / PCM,Ch 2: 0x00042C
0.092187250000000,I2S / PCM,Ch 1: 0xFFFBDA
0.092197656250000,I2S / PCM,Ch 2: 0xFFFE63
0.092208093750000,I2S / PCM,Ch 1: 0x00033C
0.092218500000000,I2S / PCM,Ch 2: 0x000176
0.092228937500000,I2S / PCM,Ch 1: 0xFFFFEF
0.092239343750000,I2S / PCM,Ch 2: 0x000167
0.092249781250000,I2S / PCM,Ch 1: 0x0000E7
0.092260187500000,I2S / PCM,Ch 2: 0x000003
0.092270625000000,I2S / PCM,Ch 1: 0x000526
0.092281031250000,I2S / PCM,Ch 2: 0x000395
0.092291468750000,I2S / PCM,Ch 1: 0xFFFF04
0.092301875000000,I2S / PCM,Ch 2: 0xFFFCFC
0.092312312500000,I2S / PCM,Ch 1: 0x000168
0.092322750000000,I2S / PCM,Ch 2: 0x000199
0.092333156250000,I2S / PCM,Ch 1: 0x0001B8
0.092343593750000,I2S / PCM,Ch 2: 0x000183
0.092354000000000,I2S / PCM,Ch 1: 0xFFFDA1
0.092364437500000,I2S / PCM,Ch 2: 0xFFFDB1
0.092374843750000,I2S / PCM,Ch 1: 0x000190
0.092385281250000,I2S / PCM,Ch 2: 0x000108
0.092395687500000,I2S / PCM,Ch 1: 0xFFFCDB
0.092406125000000,I2S / PCM,Ch 2: 0xFFFE50
0.092416531250000,I2S / PCM,Ch 1: 0x0002EE
0.092426968750000,I2S / PCM,Ch 2: 0x0004B9
0.092437375000000,I2S / PCM,Ch 1: 0xFFFFF8
0.092447812500000,I2S / PCM,Ch 2: 0x00013A
0.092458218750000,I2S / PCM,Ch 1: 0xFFFE6C
0.092468656250000,I2S / PCM,Ch 2: 0xFFFB06
0.092479093750000,I2S / PCM,Ch 1: 0xFFFEDE
0.092489500000000,I2S / PCM,Ch 2: 0xFFFE8F
0.092499937500000,I2S / PCM,Ch 1: 0x0001B8
0.092510343750000,I2S / PCM,Ch 2: 0x000183
0.092520781250000,I2S / PCM,Ch 1: 0xFFFDA1
0.092531187500000,I2S / PCM,Ch 2: 0xFFFF41
0.092541625000000,I2S / PCM,Ch 1: 0xFFFEEE
0.092552031250000,I2S / PCM,Ch 2: 0xFFFF0C
0.092562468750000,I2S / PCM,Ch 1: 0x00044D
0.092572875000000,I2S / PCM,Ch 2: 0x0002C4
0.092583312500000,I2S / PCM,Ch 1: 0xFFFE81
0.092593718750000,I2S / PCM,Ch 2: 0xFFFD94
0.092604156250000,I2S / PCM,Ch 1: 0x0001C6
0.092614593750000,I2S / PCM,Ch 2: 0x00013A
0.092625000000000,I2S / PCM,Ch 1: 0xFFFE6C
0.092635437500000,I2S / PCM,Ch 2: 0xFFFB06
0.092645843750000,I2S / PCM,Ch 1: 0xFFFEDE
0.092656281250000,I2S / PCM,Ch 2: 0xFFFE8F
0.092666687500000,I2S / PCM,Ch 1: 0x0004B5
0.092677125000000,I2S / PCM,Ch 2: 0x00028E
0.092687531250000,I2S / PCM,Ch 1: 0x0003B1
0.092697968750000,I2S / PCM,Ch 2: 0x000339
0.092708375000000,I2S / PCM,Ch 1: 0xFFFD09
0.092718812500000,I2S / PCM,Ch 2: 0xFFFBD6
0.092729218750000,I2S / PCM,Ch 1: 0xFFFBF4
0.092739656250000,I2S / PCM,Ch 2: 0xFFFE18
0.092750062500000,I2S / PCM,Ch 1: 0x00026D
0.092760500000000,I2S / PCM,Ch 2: 0x0002A9
0.092770906250000,I2S / PCM,Ch 1: 0xFFFC14
0.092781343750000,I2S / PCM,Ch 2: 0x0000CE
0.092791781250000,I2S / PCM,Ch 1: 0x000745
0.092802187500000,I2S / PCM,Ch 2: 0x0007B0
0.092812625000000,I2S / PCM,Ch 1: 0x00001F
0.092823031250000,I2S / PCM,Ch 2: 0x00012D
0.092833468750000,I2S / PCM,Ch 1: 0x0004B5
0.092843875000000,I2S / PCM,Ch 2: 0x00028E
0.092854312500000,I2S / PCM,Ch 1: 0x0003B1
0.092864718750000,I2S / PCM,Ch 2: 0x0006A4
0.092875156250000,I2S / PCM,Ch 1: 0x00007D
0.092885562500000,I2S / PCM,Ch 2: 0xFFFFA6
0.092896000000000,I2S / PCM,Ch 1: 0xFFFE6F
0.092906406250000,I2S / PCM,Ch 2: 0xFFFE38
0.092916843750000,I2S / PCM,Ch 1: 0x000273
0.092927281250000,I2S / PCM,Ch 2: 0x0001C3
0.092937687500000,I2S / PCM,Ch 1: 0x000212
0.092948125000000,I2S / PCM,Ch 2: 0x0000CE
0.092958531250000,I2S / PCM,Ch 1: 0x000745
0.092968968750000,I2S / PCM,Ch 2: 0x0007B0
0.092979375000000,I2S / PCM,Ch 1: 0x00001F
0.092989812500000,I2S / PCM,Ch 2: 0x00012D
0.093000218750000,I2S / PCM,Ch 1: 0xFFFEAC
0.093010656250000,I2S / PCM,Ch 2: 0xFFFB75
0.093021062500000,I2S / PCM,Ch 1: 0x0001BC
0.093031500000000,I2S / PCM,Ch 2: 0x000043
0.093041906250000,I2S / PCM,Ch 1: 0xFFFEFE
0.093052343750000,I2S / PCM,Ch 2: 0xFFFE0E
0.093062750000000,I2S / PCM,Ch 1: 0x0001EC
0.093073187500000,I2S / PCM,Ch 2: 0x000368
0.093083625000000,I2S / PCM,Ch 1: 0xFFFC0A
0.093094031250000,I2S / PCM,Ch 2: 0xFFFD09
0.093104468750000,I2S / PCM,Ch 1: 0x0003FD
0.093114875000000,I2S / PCM,Ch 2: 0xFFFD40
0.093125312500000,I2S / PCM,Ch 1: 0x000179
0.093135718750000,I2S / PCM,Ch 2: 0x000453
0.093146156250000,I2S / PCM,Ch 1: 0xFFFB5D
0.093156562500000,I2S / PCM,Ch 2: 0xFFFCD4
0.093167000000000,I2S / PCM,Ch 1: 0xFFFEAC
0.093177406250000,I2S / PCM,Ch 2: 0xFFFB75
0.093187843750000,I2S / PCM,Ch 1: 0x0001BC
0.093198250000000,I2S / PCM,Ch 2: 0xFFF980
0.093208687500000,I2S / PCM,Ch 1: 0x000034
0.093219125000000,I2S / PCM,Ch 2: 0xFFFEEF
0.093229531250000,I2S / PCM,Ch 1: 0xFFFB86
0.093239968750000,I2S / PCM,Ch 2: 0xFFFA80
0.093250375000000,I2S / PCM,Ch 1: 0xFFFEDA
0.093260812500000,I2S / PCM,Ch 2: 0xFFFFE9
0.093271218750000,I2S / PCM,Ch 1: 0xFFFDED
0.093281656250000,I2S / PCM,Ch 2: 0xFFFD40
0.093292062500000,I2S / PCM,Ch 1: 0x000179
0.093302500000000,I2S / PCM,Ch 2: 0x000453
0.093312906250000,I2S / PCM,Ch 1: 0xFFFB5D
0.093323343750000,I2S / PCM,Ch 2: 0xFFFCD4
0.093333750000000,I2S / PCM,Ch 1: 0x000108
0.093344187500000,I2S / PCM,Ch 2: 0x0000C7
0.093354593750000,I2S / PCM,Ch 1: 0xFFFBD2
0.093365031250000,I2S / PCM,Ch 2: 0xFFFDAA
0.093375437500000,I2S / PCM,Ch 1: 0x00015B
0.093385875000000,I2S / PCM,Ch 2: 0x0002DE
0.093396312500000,I2S / PCM,Ch 1: 0xFFFCAC
0.093406718750000,I2S / PCM,Ch 2: 0xFFFC6D
0.093417156250000,I2S / PCM,Ch 1: 0xFFFC1F
0.093427562500000,I2S / PCM,Ch 2: 0xFFFB7A
0.093438000000000,I2S / PCM,Ch 1: 0x00004E
0.093448406250000,I2S / PCM,Ch 2: 0x0002A7
0.093458843750000,I2S / PCM,Ch 1: 0xFFFA97
0.093469250000000,I2S / PCM,Ch 2: 0xFFF868
0.093479687500000,I2S / PCM,Ch 1: 0xFFFED4
0.093490093750000,I2S / PCM,Ch 2: 0xFFFF38
0.093500531250000,I2S / PCM,Ch 1: 0x000108
0.093510937500000,I2S / PCM,Ch 2: 0x0000C7
0.093521375000000,I2S / PCM,Ch 1: 0xFFFBD2
0.093531781250000,I2S / PCM,Ch 2: 0xFFFAB9
0.093542218750000,I2S / PCM,Ch 1: 0xFFFD1C
0.093552656250000,I2S / PCM,Ch 2: 0xFFFB56
0.093563062500000,I2S / PCM,Ch 1: 0xFFFEE0
0.093573500000000,I2S / PCM,Ch 2: 0xFFFDA2
0.093583906250000,I2S / PCM,Ch 1: 0xFFFD9B
0.093594343750000,I2S / PCM,Ch 2: 0xFFFAC5
0.093604750000000,I2S / PCM,Ch 1: 0x00053E
0.093615187500000,I2S / PCM,Ch 2: 0x0002A7
0.093625593750000,I2S / PCM,Ch 1: 0xFFFA97
0.093636031250000,I2S / PCM,Ch 2: 0xFFF868
0.093646437500000,I2S / PCM,Ch 1: 0xFFFED4
0.093656875000000,I2S / PCM,Ch 2: 0xFFFF38
0.093667281250000,I2S / PCM,Ch 1: 0xFFFED8
0.093677718750000,I2S / PCM,Ch 2: 0xFFFEEC
0.093688156250000,I2S / PCM,Ch 1: 0xFFFF7F
0.093698562500000,I2S / PCM,Ch 2: 0xFFFEEA
0.093709000000000,I2S / PCM,Ch 1: 0x0004CE
0.093719406250000,I2S / PCM,Ch 2: 0x000444
0.093729843750000,I2S / PCM,Ch 1: 0xFFFCCD
0.093740250000000,I2S / PCM,Ch 2: 0xFFFB98
0.093750687500000,I2S / PCM,Ch 1: 0x0000B2
0.093761093750000,I2S / PCM,Ch 2: 0x00005C
0.093771531250000,I2S / PCM,Ch 1: 0xFFFBF7
0.093781937500000,I2S / PCM,Ch 2: 0xFFFF93
0.093792375000000,I2S / PCM,Ch 1: 0xFFFFB2
0.093802781250000,I2S / PCM,Ch 2: 0xFFFCC0
0.093813218750000,I2S / PCM,Ch 1: 0x000277
0.093823656250000,I2S / PCM,Ch 2: 0xFFFFA1
0.093834062500000,I2S / PCM,Ch 1: 0xFFFED8
0.093844500000000,I2S / PCM,Ch 2: 0xFFFEEC
0.093854906250000,I2S / PCM,Ch 1: 0xFFFF7F
0.093865343750000,I2S / PCM,Ch 2: 0xFFFEEA
0.093875750000000,I2S / PCM,Ch 1: 0xFFF9F4
0.093886187500000,I2S / PCM,Ch 2: 0xFFFAE6
0.093896593750000,I2S / PCM,Ch 1: 0x00050B
0.093907031250000,I2S / PCM,Ch 2: 0x0003C3
0.093917437500000,I2S / PCM,Ch 1: 0x000109
0.093927875000000,I2S / PCM,Ch 2: 0xFFFDDB
0.093938281250000,I2S / PCM,Ch 1: 0xFFFF55
0.093948718750000,I2S / PCM,Ch 2: 0xFFFF93
0.093959125000000,I2S / PCM,Ch 1: 0xFFFFB2
0.093969562500000,I2S / PCM,Ch 2: 0xFFFCC0
0.093979968750000,I2S / PCM,Ch 1: 0x000277
0.093990406250000,I2S / PCM,Ch 2: 0xFFFFA1
0.094000843750000,I2S / PCM,Ch 1: 0xFFFCFF
0.094011250000000,I2S / PCM,Ch 2: 0xFFFD57
0.094021687500000,I2S / PCM,Ch 1: 0xFFFFFE
0.094032093750000,I2S / PCM,Ch 2: 0xFFFFE3
0.094042531250000,I2S / PCM,Ch 1: 0x0001B4
0.094052937500000,I2S / PCM,Ch 2: 0x000130
0.094063375000000,I2S / PCM,Ch 1: 0x0005C6
0.094073781250000,I2S / PCM,Ch 2: 0x000626
0.094084218750000,I2S / PCM,Ch 1: 0x000093
0.094094625000000,I2S / PCM,Ch 2: 0x0000ED
0.094105062500000,I2S / PCM,Ch 1: 0x00017D
0.094115468750000,I2S / PCM,Ch 2: 0xFFFBC1
0.094125906250000,I2S / PCM,Ch 1: 0x0000F5
0.094136312500000,I2S / PCM,Ch 2: 0xFFFF68
0.094146750000000,I2S / PCM,Ch 1: 0xFFF567
0.094157187500000,I2S / PCM,Ch 2: 0xFFF558
0.094167593750000,I2S / PCM,Ch 1: 0xFFFCFF
0.094178031250000,I2S / PCM,Ch 2: 0xFFFD57
0.094188437500000,I2S / PCM,Ch 1: 0xFFFFFE
0.094198875000000,I2S / PCM,Ch 2: 0xFFFE5A
0.094209281250000,I2S / PCM,Ch 1: 0x000306
0.094219718750000,I2S / PCM,Ch 2: 0x0000A5
0.094230125000000,I2S / PCM,Ch 1: 0x000021
0.094240562500000,I2S / PCM,Ch 2: 0xFFFCDD
0.094250968750000,I2S / PCM,Ch 1: 0x0000E9
0.094261406250000,I2S / PCM,Ch 2: 0xFFFFF5
0.094271812500000,I2S / PCM,Ch 1: 0xFFFD95
0.094282250000000,I2S / PCM,Ch 2: 0xFFFBC1
0.094292687500000,I2S / PCM,Ch 1: 0x0000F5
0.094303093750000,I2S / PCM,Ch 2: 0xFFFF68
0.094313531250000,I2S / PCM,Ch 1: 0xFFF567
0.094323937500000,I2S / PCM,Ch 2: 0xFFF558
0.094334375000000,I2S / PCM,Ch 1: 0xFFFF4A
0.094344781250000,I2S / PCM,Ch 2: 0xFFFFAF
0.094355218750000,I2S / PCM,Ch 1: 0xFFFB77
0.094365625000000,I2S / PCM,Ch 2: 0xFFFC76
0.094376062500000,I2S / PCM,Ch 1: 0xFFF740
0.094386468750000,I2S / PCM,Ch 2: 0xFFF839
0.094396906250000,I2S / PCM,Ch 1: 0xFFFF80
0.094407312500000,I2S / PCM,Ch 2: 0xFFFFD9
0.094417750000000,I2S / PCM,Ch 1: 0xFFFA92
0.094428156250000,I2S / PCM,Ch 2: 0xFFFCA2
0.094438593750000,I2S / PCM,Ch 1: 0x000151
0.094449031250000,I2S / PCM,Ch 2: 0x0008BB
0.094459437500000,I2S / PCM,Ch 1: 0x000130
0.094469875000000,I2S / PCM,Ch 2: 0x000172
0.094480281250000,I2S / PCM,Ch 1: 0x0000D6
0.094490718750000,I2S / PCM,Ch 2: 0x00014E
0.094501125000000,I2S / PCM,Ch 1: 0xFFFF4A
0.094511562500000,I2S / PCM,Ch 2: 0xFFFFAF
0.094521968750000,I2S / PCM,Ch 1: 0xFFFB77
0.094532406250000,I2S / PCM,Ch 2: 0xFFFE87
0.094542812500000,I2S / PCM,Ch 1: 0x0000E4
0.094553250000000,I2S / PCM,Ch 2: 0x00013F
0.094563656250000,I2S / PCM,Ch 1: 0xFFFB17
0.094574093750000,I2S / PCM,Ch 2: 0xFFFA87
0.094584500000000,I2S / PCM,Ch 1: 0xFFFEB4
0.094594937500000,I2S / PCM,Ch 2: 0xFFFC3E
0.094605375000000,I2S / PCM,Ch 1: 0x000918
0.094615781250000,I2S / PCM,Ch 2: 0x0008BB
0.094626218750000,I2S / PCM,Ch 1: 0x000130
0.094636625000000,I2S / PCM,Ch 2: 0x000172
0.094647062500000,I2S / PCM,Ch 1: 0x0000D6
0.094657468750000,I2S / PCM,Ch 2: 0x00014E
0.094667906250000,I2S / PCM,Ch 1: 0x000603
0.094678312500000,I2S / PCM,Ch 2: 0x000662
0.094688750000000,I2S / PCM,Ch 1: 0x000196
0.094699156250000,I2S / PCM,Ch 2: 0x000123
0.094709593750000,I2S / PCM,Ch 1: 0xFFFF01
0.094720000000000,I2S / PCM,Ch 2: 0xFFFEB0
0.094730437500000,I2S / PCM,Ch 1: 0xFFFCB4
0.094740875000000,I2S / PCM,Ch 2: 0xFFFD28
0.094751281250000,I2S / PCM,Ch 1: 0x0003C9
0.094761718750000,I2S / PCM,Ch 2: 0x0001D4
0.094772125000000,I2S / PCM,Ch 1: 0xFFFDB6
0.094782562500000,I2S / PCM,Ch 2: 0x0003FA
0.094792968750000,I2S / PCM,Ch 1: 0xFFFED1
0.094803406250000,I2S / PCM,Ch 2: 0xFFFDDD
0.094813812500000,I2S / PCM,Ch 1: 0x0001F3
0.094824250000000,I2S / PCM,Ch 2: 0x00013A
0.094834656250000,I2S / PCM,Ch 1: 0x000603
0.094845093750000,I2S / PCM,Ch 2: 0x000662
0.094855500000000,I2S / PCM,Ch 1: 0x000196
0.094865937500000,I2S / PCM,Ch 2: 0x0001BA
0.094876343750000,I2S / PCM,Ch 1: 0xFFFD5F
0.094886781250000,I2S / PCM,Ch 2: 0xFFFEDF
0.094897218750000,I2S / PCM,Ch 1: 0x00024D
0.094907625000000,I2S / PCM,Ch 2: 0x000299
0.094918062500000,I2S / PCM,Ch 1: 0xFFFDE9
0.094928468750000,I2S / PCM,Ch 2: 0xFFFCD2
0.094938906250000,I2S / PCM,Ch 1: 0x00058B
0.094949312500000,I2S / PCM,Ch 2: 0x0003FA
0.094959750000000,I2S / PCM,Ch 1: 0xFFFED1
0.094970156250000,I2S / PCM,Ch 2: 0xFFFDDD
0.094980593750000,I2S / PCM,Ch 1: 0x0001F3
0.094991000000000,I2S / PCM,Ch 2: 0x00013A
0.095001437500000,I2S / PCM,Ch 1: 0xFFFEAE
0.095011843750000,I2S / PCM,Ch 2: 0x0000B0
0.095022281250000,I2S / PCM,Ch 1: 0x000380
0.095032718750000,I2S / PCM,Ch 2: 0x000636
0.095043125000000,I2S / PCM,Ch 1: 0xFFF9BF
0.095053562500000,I2S / PCM,Ch 2: 0xFFFB0B
0.095063968750000,I2S / PCM,Ch 1: 0xFFFED7
0.095074406250000,I2S / PCM,Ch 2: 0xFFFD40
0.095084812500000,I2S / PCM,Ch 1: 0x00023D
0.095095250000000,I2S / PCM,Ch 2: 0x0000DE
0.095105656250000,I2S / PCM,Ch 1: 0xFFFA3F
0.095116093750000,I2S / PCM,Ch 2: 0xFFFDFA
0.095126500000000,I2S / PCM,Ch 1: 0x0002A8
0.095136937500000,I2S / PCM,Ch 2: 0x000320
0.095147343750000,I2S / PCM,Ch 1: 0x000118
0.095157781250000,I2S / PCM,Ch 2: 0x0004E0
0.095168187500000,I2S / PCM,Ch 1: 0xFFFEAE
0.095178625000000,I2S / PCM,Ch 2: 0x0000B0
0.095189031250000,I2S / PCM,Ch 1: 0x000380
0.095199468750000,I2S / PCM,Ch 2: 0x00094A
0.095209906250000,I2S / PCM,Ch 1: 0x000449
0.095220312500000,I2S / PCM,Ch 2: 0x000495
0.095230750000000,I2S / PCM,Ch 1: 0xFFFEF9
0.095241156250000,I2S / PCM,Ch 2: 0xFFFE0F
0.095251593750000,I2S / PCM,Ch 1: 0x0003CA
0.095262000000000,I2S / PCM,Ch 2: 0x000250
0.095272437500000,I2S / PCM,Ch 1: 0xFFFD7F
0.095282843750000,I2S / PCM,Ch 2: 0xFFFDFA
0.095293281250000,I2S / PCM,Ch 1: 0x0002A8
0.095303687500000,I2S / PCM,Ch 2: 0x000320
0.095314125000000,I2S / PCM,Ch 1: 0x000118
0.095324531250000,I2S / PCM,Ch 2: 0x0004E0
0.095334968750000,I2S / PCM,Ch 1: 0x00036F
0.095345406250000,I2S / PCM,Ch 2: 0x0003B7
0.095355812500000,I2S / PCM,Ch 1: 0x000546
0.095366250000000,I2S / PCM,Ch 2: 0x0005DD
0.095376656250000,I2S / PCM,Ch 1: 0xFFFD62
0.095387093750000,I2S / PCM,Ch 2: 0xFFFDB8
0.095397500000000,I2S / PCM,Ch 1: 0xFFFF34
0.095407937500000,I2S / PCM,Ch 2: 0xFFFE98
0.095418343750000,I2S / PCM,Ch 1: 0xFFFCAA
0.095428781250000,I2S / PCM,Ch 2: 0xFFFC45
0.095439187500000,I2S / PCM,Ch 1: 0x000269
0.095449625000000,I2S / PCM,Ch 2: 0xFFFC50
0.095460031250000,I2S / PCM,Ch 1: 0x0000CB
0.095470468750000,I2S / PCM,Ch 2: 0x0001AF
0.095480875000000,I2S / PCM,Ch 1: 0xFFFE3C
